price in aud,brand,model number,made in,warranty,available colors,body type,engine type,engine power,torque,no. of cylinders,transmission type,drive type,gear box,steering type,minimum turning radius,front suspension,back suspension,length,width,height,wheel base,ground clearance,kerb weight,tyre size,wheel size,front brake,rear brake,mileage in city,mileage on highway,fuel type,seating capacity,fuel tank capacity (litres),no. of doors,air conditioner,heater,antilock braking system,central locking,power steering,power windows,anti-lock braking,brake assist,power door locks,rear seat belts,seat belt warning,door ajar warning,adjustable seats,engine immobilizer,crash sensor,engine check warning,rear camera,anti-theft device,touch screen,audio system remote control,speakers front & back,bluetooth connectivity,usb & auxiliary input,adjustable steering column,height adjustable driving seat,digital clock,outside temperature display,smoke headlamps,electric folding rear view mirror,automatic climate control,low fuel warning light,rear reading lamp,bottle holder,voice control,steering gear type,child safety locks,night rear view mirror,vehicle stability control system,parking sensors,radio,fog lights front & back,keyless entry,centrally mounted fuel tank,leather seats,electric adjustable seats,charger,maximum speed,acceleration time (0-100 kmph),dvd player,boot space,tyre pressure monitor,smart access card entry,fuel system,tyre type,cd player,xenon headlamps,displacement (cc),halogen headlamps,assembled in,cassette player,shock absorbers type,valve configuration,removable/convertible top,introduction date
"62,424",Alfa Romeo,giulia sprint 2022,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, misano blue metallic, moonlight gray metallic, ocra gt tri-coat, rosso etna, vesuvio gray metallic, and vulcano black metallic.",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,rear-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,521 lbs",p225/50yr17,17 in x 7.5 in aluminum wheels,discs,discs,24 mpg,33 mpg,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,
"67,810",Alfa Romeo,giulia ti awd 2022,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, anodized blue metallic, moonlight gray metallic, vesuvio gray metallic, and vulcano black metallic.",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,632 lbs",p225/45yr18,18 in x 8 in aluminum wheels,discs,discs,23 mpg,31 mpg,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,
"67,810",Alfa Romeo,giulia veloce awd 2022,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, misano blue metallic, moonlight gray metallic, ocra gt tri-coat, rosso etna, vesuvio gray metallic, and vulcano black metallic.",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,632 lbs",p225/40yr19,19 in x 8 in aluminum wheels,discs,discs,23 mpg,31 mpg,premium,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,
"64,930",Alfa Romeo,giulia veloce 2022,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, misano blue metallic, moonlight gray metallic, ocra gt tri-coat, rosso etna, vesuvio gray metallic, and vulcano black metallic.",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,rear wheel drive (rwd),8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,521 lbs",p225/40yr19,19 in x 8 in aluminum wheels,discs,discs,24 mpg,33 mpg,premium,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,
"72,288",Alfa Romeo,stelvio veloce ti 2022,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa rosso, anodized blue metallic, misano blue metallic, moonlight gray metallic, ocra gt tri-coat, rosso etna, vesuvio gray metallic, and vulcano black metallic.",suv,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all-wheel drive,8-speed,power,,double wishbone,multi-link,184.6 in,74.9 in,66 in,111 in,,"4,007 lbs",p255/45hr20,20 in x 8.5 in aluminum wheels,discs,discs,22 mpg,28 mpg,premium,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,144 mph,0-60 mph in 5.4 seconds,,,,yes,,,,,,,,,,,,
"64,930",Alfa Romeo,giulia veloci ti 2022,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa black , alfa rosso , alfa white , misano blue metallic , monza red metallic , rosso competizione tri-coat , silverstone and stromboli gray metallic , trofeo white tri-coat , vesuvio gray metallic",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,rear wheel drive (rwd),8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,521 lbs",p225/40yr19,19 in x 8 in,discs,discs,24 mpg,33 mpg,premium,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,
"230,400",Alfa Romeo,giulia gta 2022,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 7 years / 100000 miles , drivetrain: 4 years / 50000 miles , maintenance: 2 years / 20000 miles , roadside assistance: 3 years / 36000 miles","alfa black , alfa rosso , alfa white , misano blue metallic , monza red metallic , rosso competizione tri-coat , silverstone and stromboli gray metallic , trofeo white tri-coat , vesuvio gray metallic",sedan,2.9l twin-turbo v6 gas,540 hp,655 lb-ft,6,automatic,rear-wheel drive,8-speed,power,,multi- link,multi- link,182.5 in,73.7 in,,111 in,,"3,350 lbs",,,discs,discs,21,23,premium,5 persons,19,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,"rack and pinion, electrical variable assist",,yes,yes,yes,yes,,yes,,,,turbo,149 mph,0-60 mph in 5.5 seconds,,,,,,,,,,,,,,,,
"230,400",Alfa Romeo,giulia gta 2022,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 7 years / 100000 miles , drivetrain: 4 years / 50000 miles , maintenance: 2 years / 20000 miles , roadside assistance: 3 years / 36000 miles","alfa black , alfa rosso , alfa white , misano blue metallic , monza red metallic , rosso competizione tri-coat , silverstone and stromboli gray metallic , trofeo white tri-coat , vesuvio gray metallic",sedan,2.9l twin-turbo v6 gas,540 hp,655 lb-ft,6,automatic,rear-wheel drive,8-speed,power,,multi- link,multi- link,182.5 in,73.7 in,,111 in,,"3,350 lbs",,,discs,discs,21,23,premium,5 persons,19,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,"rack and pinion, electrical variable assist",,yes,yes,yes,yes,,yes,,,,turbo,149 mph,0-60 mph in 3.8 seconds,,,,,,,,,,,,,,,,
"121,896",Alfa Romeo,stelvio quadrifoglio 2022,"turin‎, italy","4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa rosso, misano blue metallic, ocra gt tri-coat, rosso etna, verde montreal tri-coat, vesuvio gray metallic,and vulcano black metallic.",suv,2.9-liter twin-turbo v6 gas,505 hp @ 6500 rpm,443 lb-ft @ 2500 rpm,6-cylinder,automatic,all wheel drive (awd),8-speed,power,,double wishbone,multi-link,185.1 in,77 in,66.3 in,111 in,,"4,313 lbs",p255/45yr20 front tire and p285/40yr20 rear tire,20 in x 9 in front wheel and 20 in x 10 in rear wheel aluminum wheels,discs,discs,17 mpg,23 mpg,gasoline,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,,"rack and pinion, electrical variable assist",,yes,yes,yes,yes,,yes,,,,turbocharged,176 mph,0-60 mph in 3.6 seconds,yes,,,,,,,,,,,,,,,
"72,288",Alfa Romeo,stelvio ti sport 2022,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 4 years / 50000 miles , roadside assistance: 4 years / unlimited miles","alfa black, alfa rosso, alfa white, anodized blue metallic, lunare white metallic, misano blue metallic, montecarlo blue metallic, rosso competizione tri-coat, silverstone gray metallic, stromboli gray metallic, trofeo white tri-coat, verde visconti metal",suv,2.0-liter turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all wheel drive (awd),8-speed,power,,double wishbone,multi-link,184.6 in,74.9 in,66 in,111 in,,"4,007 lbs",p255/45hr20,20 in x 8.5 in,discs,discs,22 city,28 hwy,gasoline,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,,rack-pinion,yes,yes,yes,yes,yes,,yes,,,,turbo,144 mpg,0-60 mph in 5.4 seconds,yes,,yes,,,tubeless,,,,,,,,,,
"113,515",Alfa Romeo,giulia quadrifoglio 2022,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 4 years / 50000 miles and roadside assistance: 4 years / unlimited miles","alfa rosso, misano blue metallic, ocra gt tri-coat, rosso etna, verde montreal tri-coat, vesuvio gray metallic, and vulcano black metallic.",sedan,2.9-liter twin-turbo v6 gas,505 hp @ 6500 rpm,443 lb-ft @ 2500 rpm,6,automatic,rear-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,56.1 in,111 in,,"3,806 lbs",front tire: p245/35yr19 and rear tire: p285/30yr19,front wheel: 19 in x 8.5 in and rear wheel: 19 in x 10 in,discs,discs,17 mpg,25 mpg,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,yes,rack-pinion,,,yes,yes,yes,,,,,yes,turbo,149 mph,0-60 mph in 5.5 seconds,,,,,,,,,,,,,,,,
"72,288",Alfa Romeo,stelvio ti 2022,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 4 years / 50000 miles , roadside assistance: 4 years / unlimited miles","alfa black, alfa rosso, alfa white, anodized blue metallic, lunare white metallic, misano blue metallic, montecarlo blue metallic, rosso competizione tri-coat, silverstone gray metallic, stromboli gray metallic, trofeo white tri-coat, verde visconti metal",suv,2.0-liter turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,all wheel drive (awd),8-speed,power,,double wishbone,multi-link,184.6 in,74.9 in,66 in,111 in,,"4,007 lbs",p235/55hr19,19 in x 8 in aluminum wheels,discs,discs,22 city,28 hwy,gasoline,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,,rack-pinion,yes,yes,yes,yes,yes,,yes,,,,turbo,144 mpg,0-60 mph in 5.4 seconds,yes,,yes,,,,,,,,,,,,,
"66,096",Alfa Romeo,giulia ti sport 2022,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa black , alfa rosso , alfa white , misano blue metallic , monza red metallic , rosso competizione tri-coat , silverstone and stromboli gray metallic , trofeo white tri-coat , vesuvio gray metallic",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,rear wheel drive (rwd),8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,521 lbs",p225/40yr19,19 in x 8 in,discs,discs,24 mpg,33 mpg,premium,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,149 mph,0-60 mph in 5.5 seconds,,,,,,tubeless,,,,,,,,,,
"64,930",Alfa Romeo,giulia ti 2022,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa white, alfa rosso, anodized blue metallic, moonlight gray metallic, vesuvio gray metallic, and vulcano black metallic.",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,rear wheel drive (rwd),8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,57.1 in,111 in,,"3,521 lbs",p225/45yr18,18 in x 8 in aluminum wheels,discs,discs,24 mpg,33 mpg,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,149 mph,0-60=5.5 s,,,,,,,,,,,,,,,,
"57,240",Alfa Romeo,giulia rwd 2022,italy,"4 years / 50,000 miles basic , 5 years / unlimited miles corrosion , 4 years / 50,000 miles drivetrain , 1 years / 10,000 miles maintenance , and 4 years / unlimited miles roadside assistance warranty.","alfa black , alfa rosso , alfa white , misano blue metallic , monza red metallic , rosso competizione tri-coat , silverstone and stromboli gray metallic , trofeo white tri-coat , vesuvio gray metallic",sedan,2.0l turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4,automatic,rear wheel drive (rwd),8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,56.5 in,111 in,,"3,521 lbs",p225/50yr17,17 in x 7.5 in,discs,discs,24 mpg,33 mpg,premium,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,yes,yes,yes,yes,,yes,,,,,149 mph,0-60 mph in 5.5 seconds,,,,,,tubeless,,,,,,,,,,
"116,280",Alfa Romeo,stelvio quadrifoglio 2021,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 7 years / 100000 miles , drivetrain: 4 years / 50000 miles , maintenance: 2 years / 20000 miles , roadside assistance: 3 years / 36000 miles","alfa rosso, misano blue metallic, montecarlo blue metallic, rosso competizione tri-coat, silverstone gray metallic, trofeo white tri-coat, vesuvio gray metallic, and vulcano black metallic.",suv,2.9-liter twin-turbo v6 gas,505 hp @ 6500 rpm,443 lb-ft @ 2500 rpm,6-cylinder,automatic,all wheel drive (awd),8-speed,power,,double wishbone,multi-link,185.1 in,77 in,66.3 in,111 in,,"4,313 lbs",front tire: p255/45yr20 and rear tire: p285/40yr20,front wheel: 20 in x 9 in and rear wheel: 20 in x 10 in,discs,discs,17,23,gasoline,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,,"rack and pinion, electrical variable assist",,yes,yes,yes,yes,,yes,,,,turbocharged,,,yes,,,,gasoline direct injection,tubeless,,,2.9 l/177,,,,,,,
"107,640",Alfa Romeo,giulia quadrifoglio 2021,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 4 years / 50000 miles and roadside assistance: 4 years / unlimited miles","alfa rosso, misano blue metallic, montecarlo blue metallic, rosso competizione tri-coat, silverstone gray metallic, trofeo white tri-coat, vesuvio gray metallic and vulcano black metallic.",sedan,2.9-liter twin-turbo v6 gas,505 hp @ 6500 rpm,443 lb-ft @ 2500 rpm,6-cylinder,automatic,rear-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,73.7 in,56.1 in,111 in,,"3,806 lbs",front tire: p245/35yr19 and rear tire: p285/30yr19,front wheel: 19 in x 8.5 in and rear wheel: 19 in x 10 in,discs,discs,17,25,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,yes,rack-pinion,,,yes,yes,yes,,,,,yes,turbo,,,,,,,gasoline direct injection,,,,2.9 l/177,,,,,,,
"67,968",Alfa Romeo,stelvio ti sport 2021,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 4 years / 50000 miles , roadside assistance: 4 years / unlimited miles","alfa black, alfa rosso, alfa white, anodized blue metallic, lunare white metallic, misano blue metallic, montecarlo blue metallic, rosso competizione tri-coat, silverstone gray metallic, stromboli gray metallic, trofeo white tri-coat, verde visconti metal",suv,2.0-liter turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4-cylinder,automatic,all wheel drive (awd),8-speed,power,,double wishbone,multi-link,184.6 in,74.9 in,66 in,111 in,,"4,007 lbs",front tire: p255/45hr20 and rear tire: p255/45hr20,front and rear wheel size: 20 in x 8.5 in,discs,discs,22 city,28 hwy,gasoline,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,,rack-pinion,yes,yes,yes,yes,yes,,yes,,,yes,turbo,,,yes,,yes,,gasoline direct injection,tubeless,,,2.0 l/122,,,,,,,
"67,824",Alfa Romeo,stelvio ti awd 2021,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 4 years / 50000 miles , roadside assistance: 4 years / unlimited miles","alfa black, alfa rosso, alfa white, anodized blue metallic, lunare white metallic, misano blue metallic, montecarlo blue metallic, rosso competizione tri-coat, silverstone gray metallic, stromboli gray metallic, trofeo white tri-coat, verde visconti metal",suv,2.0-liter turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4-cylinder,automatic,all wheel drive (awd),8-speed,power,,double wishbone,multi-link,184.6 in,74.9 in,66 in,111 in,,"4,007 lbs",front tire: p235/55hr19 and rear tire: p235/55hr19,front and rear wheel size: 19 in x 8 in,discs,discs,22 city,28 hwy,gasoline,5 seater,16.9 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,,rack-pinion,yes,yes,yes,yes,yes,,yes,,,,turbo,,,yes,,yes,,gasoline direct injection,tubeless,,,2.0 l/122,,,,,,,
"64,368",Alfa Romeo,giulia ti sport awd 2021,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 4 years / 50000 miles and roadside assistance: 4 years / unlimited miles","alfa black, alfa rosso, alfa white, anodized blue metallic, lunare white metallic, misano blue metallic, montecarlo blue metallic, rosso competizione tri-coat, silverstone gray metallic, stromboli gray metallic, trofeo white tri-coat, verde visconti metal",sedan,2.0-liter turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4-cylinder,automatic,all wheel drive (awd),8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,57.1 in,73.7 in,111 in,,"3,632 lbs",front tire: p225/40yr19 and rear tire: p225/40yr19,front and rear wheel size: 19 in x 8 in,discs,discs,23,31,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,,yes,yes,yes,,,,,,turbocharged,149 mph,0-60 mph: 5.2 secs,,,,,gasoline direct injection,,,,2.0 l/122,,,,,,,
"64,368",Alfa Romeo,giulia ti awd 2021,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 4 years / 50000 miles and roadside assistance: 4 years / unlimited miles","alfa black, alfa rosso, alfa white, anodized blue metallic, lunare white metallic, misano blue metallic, montecarlo blue metallic, rosso competizione tri-coat, silverstone gray metallic, stromboli gray metallic, trofeo white tri-coat, verde visconti metal",sedan,2.0-liter turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4-cylinder,automatic,all wheel drive (awd),8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,57.1 in,73.7 in,111 in,,"3,632 lbs",front tire: p225/45yr18 and rear tire: p225/45yr18,front and rear wheel size: 18 in x 8 in,discs,discs,23,31,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,,yes,yes,yes,,,,,,turbocharged,149 mph,0-60 mph: 5.2 secs,,,,,gasoline direct injection,,,,2.0 l/122,,,,,,,
"61,488",Alfa Romeo,giulia ti 2021,"turin‎, italy","basic: 4 years / 50000 miles , corrosion: 5 years / unlimited miles , drivetrain: 4 years / 50000 miles and roadside assistance: 4 years / unlimited miles","alfa black, alfa rosso, alfa white, anodized blue metallic, lunare white metallic, misano blue metallic, montecarlo blue metallic, rosso competizione tri-coat, silverstone gray metallic, stromboli gray metallic, trofeo white tri-coat, verde visconti metal",sedan,2.0-liter turbo inline-4 gas,280 hp @ 5200 rpm,306 lb-ft @ 2000 rpm,4-cylinder,automatic,rear-wheel drive,8-speed,power,35.5 ft,double wishbone,multi-link,182.5 in,57.1 in,73.7 in,111 in,,"3,521 lbs",front tire: p225/45yr18 and rear tire: p225/45yr18,front and rear wheel size: 18 in x 8 in,discs,discs,24,33,gasoline,5 seater,15.3 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,rack-pinion,,,yes,yes,yes,,,,,,turbocharged,149 mph,0-60 mph: 5.2 secs,,,,,gasoline direct injection,,,,2.0 l/121,,,,,,,
"55,728",Alfa Romeo,tonale 2023,"turin‎, italy",,"stromboli gray metallic , vulcano black metallic , alfa rosso , alfa white , misano blue metallic , anodized blue , lunare white , vesuvio gray , vedre visconti , silverstone gray , montecarlo blue",suv,2.0l turbo inline-4 gas,256 hp,295 lb-ft,4,automatic,all wheel drive (awd),9-speed,power,,double wishbone,multi-link,tbc,tbc,tbc,tbc,,tbc,tbc,tbc,discs,discs,tbc,tbc,premium,5 persons,tbc,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,"rack and pinion, electrical variable assist",,yes,yes,yes,yes,,,,,yes,turbo,,,yes,,yes,,,tbc,,,,,,,,,,
"71,856",Alfa Romeo,giulia gtv 2021,"turinâ€ž, italy",,. alfa black  . alfa rosso  . alfa white  . misano blue metallic  . monza red metallic  . rosso competizione tri-coat  . silverstone and stromboli gray metallic  . trofeo white tri-coat  . vesuvio gray metallic,sedan,twin-turbo v-6,600 horsepower,,4-cylinder,automatic,all wheel drive (awd),,power,,"double wishbone, multi-link","double wishbone, multi-link",182.5 in,73.7 in,n/a,n/a,,n/a,,,discs,discs,n/a,n/a,gasoline,5 persons,n/a,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,"rack and pinion, electrical variable assist",,yes,yes,yes,yes,,yes,,,,turbocharged,-,,yes,,,,,tire pressure monitoring system  aluminum wheels,,,,,,,,dohc,,
